,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,PRED,REAL,CORRECT,TP,TN,FP,FN
6870,0,0,0,49,1,1,74.6,0,0,1,0,1,0,0
5760,1,1,0,16,1,1,91.55,1,0,0,0,0,1,0
4099,0,0,0,6,0,0,29.45,0,0,1,0,1,0,0
1839,0,0,0,4,1,1,25.3,0,0,1,0,1,0,0
1336,0,1,0,15,1,0,75.35,0,0,1,0,1,0,0
6580,0,1,1,49,1,0,78.0,0,0,1,0,1,0,0
3386,0,1,0,58,1,1,68.4,0,0,1,0,1,0,0
4741,1,1,0,15,1,1,94.65,1,0,0,0,0,1,0
2471,0,1,0,53,1,1,98.4,0,1,0,0,0,0,1
450,0,0,0,64,1,0,24.7,0,0,1,0,1,0,0
70,0,0,0,1,1,0,49.05,0,0,1,0,1,0,0
1042,0,1,1,14,1,0,70.2,0,0,1,0,1,0,0
5991,0,0,0,16,1,1,94.25,0,1,0,0,0,0,1
5626,0,0,0,11,1,0,64.05,0,0,1,0,1,0,0
4643,0,0,0,3,1,1,65.25,0,0,1,0,1,0,0
6308,0,0,0,2,1,0,70.35,0,0,1,0,1,0,0
3455,0,0,0,1,1,1,90.55,1,1,1,1,0,0,0
6694,0,1,1,8,1,1,76.15,1,0,0,0,0,1,0
802,0,1,1,39,1,1,23.8,0,0,1,0,1,0,0
2859,1,1,0,70,1,1,88.55,0,0,1,0,1,0,0
2274,0,1,1,23,1,1,99.85,0,1,0,0,0,0,1
2283,0,0,0,1,1,1,71.55,1,1,1,1,0,0,0
1586,0,1,1,68,1,1,109.05,0,0,1,0,1,0,0
4769,0,1,1,35,1,0,19.9,0,0,1,0,1,0,0
1200,0,0,0,37,1,1,104.5,1,0,0,0,0,1,0
1127,0,1,1,23,1,1,66.25,0,0,1,0,1,0,0
2827,0,0,0,1,1,1,50.15,0,0,1,0,1,0,0
696,0,1,0,72,1,1,85.15,0,0,1,0,1,0,0
4941,0,0,0,3,1,1,19.8,1,1,1,1,0,0,0
199,0,0,1,1,1,0,20.75,0,0,1,0,1,0,0
6895,0,1,1,54,0,0,46.0,0,0,1,0,1,0,0
5979,0,0,0,53,1,0,19.65,0,0,1,0,1,0,0
1443,0,1,0,3,1,1,55.8,1,0,0,0,0,1,0
1821,1,1,0,32,1,0,85.3,1,1,1,1,0,0,0
4624,0,0,0,8,1,1,94.7,0,1,0,0,0,0,1
2885,1,0,0,67,1,1,116.1,0,0,1,0,1,0,0
5332,0,0,0,47,1,1,58.9,0,0,1,0,1,0,0
4901,0,0,0,1,1,1,74.7,1,1,1,1,0,0,0
3702,1,0,0,20,1,1,79.15,1,1,1,1,0,0,0
3359,0,0,0,21,1,1,19.95,0,0,1,0,1,0,0
3102,0,0,0,5,1,0,54.2,1,1,1,1,0,0,0
2647,0,0,0,2,1,1,20.0,0,0,1,0,1,0,0
3244,0,0,0,10,1,1,54.5,0,0,1,0,1,0,0
3538,0,1,1,71,1,0,100.2,0,0,1,0,1,0,0
188,0,0,0,13,1,0,19.65,0,0,1,0,1,0,0
2873,0,0,0,25,1,1,94.7,1,1,1,1,0,0,0
2778,0,0,0,13,1,1,74.65,0,0,1,0,1,0,0
2158,0,1,1,57,1,1,84.5,0,0,1,0,1,0,0
5780,0,1,1,53,1,0,20.2,0,0,1,0,1,0,0
6402,0,1,1,54,1,1,59.8,0,0,1,0,1,0,0
6971,1,1,0,18,1,0,99.75,1,1,1,1,0,0,0
6249,0,0,0,3,1,0,74.5,1,0,0,0,0,1,0
2508,0,0,0,64,1,1,110.5,0,0,1,0,1,0,0
4309,0,0,0,22,0,1,50.6,0,0,1,0,1,0,0
3998,0,1,1,42,1,0,54.5,0,0,1,0,1,0,0
3996,0,0,0,24,1,0,20.75,0,0,1,0,1,0,0
2882,0,0,0,11,1,1,64.9,0,0,1,0,1,0,0
2343,0,1,0,3,1,1,46.1,0,0,1,0,1,0,0
6515,0,0,0,29,0,1,25.1,0,1,0,0,0,0,1
6970,0,0,0,4,1,1,74.35,1,1,1,1,0,0,0
5547,0,0,0,3,1,1,89.45,1,1,1,1,0,0,0
4436,0,0,1,19,1,1,60.6,0,0,1,0,1,0,0
5312,0,0,0,1,1,0,51.25,0,1,0,0,0,0,1
5897,0,1,1,71,1,0,23.9,0,0,1,0,1,0,0
1727,0,0,0,31,1,1,71.05,0,0,1,0,1,0,0
1385,0,0,0,48,1,1,102.5,0,0,1,0,1,0,0
5089,0,1,1,8,1,1,54.4,1,0,0,0,0,1,0
1415,0,0,0,64,1,1,100.3,1,0,0,0,0,1,0
3968,0,1,0,72,1,0,20.05,0,0,1,0,1,0,0
2110,0,0,0,3,1,0,20.2,0,0,1,0,1,0,0
2643,0,0,0,33,1,1,83.35,0,1,0,0,0,0,1
5437,1,0,0,20,1,1,61.6,0,1,0,0,0,0,1
1356,0,0,0,9,1,1,75.2,0,0,1,0,1,0,0
6289,0,0,0,67,1,0,116.2,0,1,0,0,0,0,1
4448,1,0,0,30,1,1,99.7,1,1,1,1,0,0,0
6668,0,0,0,38,1,1,103.65,1,0,0,0,0,1,0
3851,0,1,1,46,1,1,19.25,0,0,1,0,1,0,0
2981,0,0,0,67,1,0,20.5,0,0,1,0,1,0,0
266,0,0,0,50,1,0,24.9,0,0,1,0,1,0,0
5404,0,0,0,46,1,1,95.65,0,0,1,0,1,0,0
2088,0,0,0,36,1,0,55.8,0,0,1,0,1,0,0
5660,0,0,1,44,1,1,77.55,0,0,1,0,1,0,0
6607,0,0,1,1,0,1,25.3,0,1,0,0,0,0,1
6700,0,1,0,72,1,1,106.3,0,0,1,0,1,0,0
6255,1,1,0,69,1,1,110.55,0,0,1,0,1,0,0
3641,0,0,0,49,1,1,74.45,0,0,1,0,1,0,0
3613,1,0,0,55,0,1,50.05,0,0,1,0,1,0,0
685,0,0,0,1,1,1,49.9,1,0,0,0,0,1,0
5351,0,0,0,12,1,0,95.5,0,1,0,0,0,0,1
1008,0,1,1,32,1,1,99.55,0,1,0,0,0,0,1
544,0,0,0,13,0,1,45.55,1,1,1,1,0,0,0
3514,0,1,1,60,1,1,110.6,0,0,1,0,1,0,0
4943,0,1,0,71,1,1,84.4,0,0,1,0,1,0,0
6029,0,0,0,4,1,1,94.9,1,0,0,0,0,1,0
3775,1,0,0,41,1,1,98.4,1,1,1,1,0,0,0
5545,1,1,0,21,1,0,86.55,0,0,1,0,1,0,0
2890,1,1,1,47,1,0,70.55,1,1,1,1,0,0,0
2948,1,1,0,41,1,1,99.8,0,1,0,0,0,0,1
4714,0,1,1,65,1,1,90.45,0,0,1,0,1,0,0
3852,0,0,0,1,1,1,19.65,0,0,1,0,1,0,0
5425,0,0,0,30,1,0,100.45,0,0,1,0,1,0,0
5394,0,1,0,48,1,1,105.1,1,0,0,0,0,1,0
6189,0,1,1,72,1,1,91.95,0,0,1,0,1,0,0
6701,0,1,1,28,1,0,100.35,0,0,1,0,1,0,0
3273,0,0,0,33,1,0,68.25,1,1,1,1,0,0,0
3692,0,1,1,3,1,1,69.15,0,0,1,0,1,0,0
6430,0,1,1,16,1,0,19.35,0,0,1,0,1,0,0
7015,1,1,0,34,1,1,85.2,1,0,0,0,0,1,0
272,0,0,0,1,0,0,24.8,1,1,1,1,0,0,0
4915,0,1,1,22,0,0,39.2,1,0,0,0,0,1,0
1944,0,0,1,8,0,0,25.5,0,1,0,0,0,0,1
5752,0,1,1,69,1,1,26.0,0,0,1,0,1,0,0
3395,0,0,0,62,1,0,90.7,0,0,1,0,1,0,0
3302,0,0,0,31,1,1,103.45,0,1,0,0,0,0,1
6321,0,1,0,30,1,0,19.65,0,1,0,0,0,0,1
2089,0,0,0,50,0,0,39.7,0,0,1,0,1,0,0
6908,0,0,1,9,1,0,55.35,0,1,0,0,0,0,1
1276,1,1,0,71,1,1,99.4,0,0,1,0,1,0,0
5058,0,0,0,30,1,1,48.8,0,0,1,0,1,0,0
2685,0,1,0,72,1,0,100.65,0,0,1,0,1,0,0
593,0,0,0,30,1,1,84.3,0,0,1,0,1,0,0
5946,0,0,0,42,1,0,73.9,0,1,0,0,0,0,1
4080,0,1,1,29,1,0,26.1,0,0,1,0,1,0,0
5141,0,0,0,5,1,1,19.25,0,0,1,0,1,0,0
319,0,1,0,35,1,1,91.5,0,0,1,0,1,0,0
3760,0,0,0,3,1,1,73.6,1,0,0,0,0,1,0
3831,1,1,0,25,1,1,89.05,0,1,0,0,0,0,1
773,0,1,0,5,1,1,88.9,1,1,1,1,0,0,0
6724,1,0,0,64,1,1,70.2,0,1,0,0,0,0,1
1614,0,1,0,67,0,1,50.95,0,0,1,0,1,0,0
1906,0,0,0,40,0,0,36.0,0,0,1,0,1,0,0
2287,1,1,0,69,1,1,108.4,1,1,1,1,0,0,0
791,0,0,0,68,1,1,76.9,0,0,1,0,1,0,0
5338,0,1,0,37,0,0,45.4,0,0,1,0,1,0,0
4716,0,1,0,66,1,0,66.9,0,0,1,0,1,0,0
495,0,0,0,22,0,1,43.75,0,1,0,0,0,0,1
943,0,1,0,72,0,0,65.5,0,0,1,0,1,0,0
3307,0,1,1,48,1,0,79.65,0,0,1,0,1,0,0
874,0,0,1,45,1,0,99.7,0,0,1,0,1,0,0
2284,0,0,1,3,1,0,55.9,0,0,1,0,1,0,0
41,0,1,1,70,1,1,69.2,0,0,1,0,1,0,0
6665,0,1,1,43,0,0,29.3,1,0,0,0,0,1,0
1689,0,1,1,7,0,0,58.85,0,0,1,0,1,0,0
716,0,1,0,71,0,0,58.25,0,0,1,0,1,0,0
1237,0,0,0,13,1,0,19.45,0,0,1,0,1,0,0
721,0,1,1,61,1,0,20.55,0,0,1,0,1,0,0
2147,0,0,0,18,1,0,19.0,0,0,1,0,1,0,0
7028,0,1,0,68,1,0,64.1,0,0,1,0,1,0,0
2807,0,0,1,7,1,0,19.45,0,0,1,0,1,0,0
3730,0,1,0,57,1,1,104.5,1,1,1,1,0,0,0
3063,0,0,0,37,1,1,100.05,1,0,0,0,0,1,0
6234,0,0,0,58,1,1,25.3,0,0,1,0,1,0,0
2626,0,1,0,60,0,0,50.05,1,0,0,0,0,1,0
4585,1,0,0,1,1,1,85.05,1,1,1,1,0,0,0
555,0,1,1,56,1,1,68.75,0,0,1,0,1,0,0
2468,0,1,0,4,0,1,48.55,1,1,1,1,0,0,0
2070,0,0,0,49,1,1,59.75,0,1,0,0,0,0,1
3146,0,1,1,5,1,1,99.15,1,1,1,1,0,0,0
4779,0,1,0,19,1,1,96.8,0,0,1,0,1,0,0
282,0,0,1,1,1,0,25.4,1,0,0,0,0,1,0
3757,0,0,0,42,1,0,66.5,0,0,1,0,1,0,0
6928,0,1,1,48,1,1,55.8,0,0,1,0,1,0,0
5569,1,1,0,3,1,1,83.9,0,1,0,0,0,0,1
325,0,1,0,52,1,1,102.7,0,0,1,0,1,0,0
5379,0,1,0,56,1,1,98.0,0,0,1,0,1,0,0
4162,0,1,1,72,0,0,65.7,0,0,1,0,1,0,0
3842,0,1,0,27,1,0,95.0,0,0,1,0,1,0,0
3728,0,0,0,67,1,1,88.8,1,0,0,0,0,1,0
4390,0,1,1,22,1,1,57.95,1,0,0,0,0,1,0
2365,1,0,0,18,1,0,93.9,1,0,0,0,0,1,0
4133,0,0,0,56,1,0,98.6,0,0,1,0,1,0,0
3082,0,0,0,51,1,0,59.9,0,0,1,0,1,0,0
4989,0,0,1,7,0,0,29.8,0,0,1,0,1,0,0
6969,0,0,0,1,1,0,20.5,1,1,1,1,0,0,0
6679,0,1,0,60,0,0,37.7,0,0,1,0,1,0,0
6467,0,0,0,10,1,0,75.05,0,0,1,0,1,0,0
5871,0,0,0,24,1,1,55.65,0,1,0,0,0,0,1
85,0,0,0,9,1,1,99.3,1,0,0,0,0,1,0
3847,0,0,0,10,1,1,20.0,0,0,1,0,1,0,0
366,0,1,0,23,1,1,59.95,0,0,1,0,1,0,0
4570,0,0,0,7,1,1,18.95,0,0,1,0,1,0,0
6202,0,1,1,21,1,0,77.5,0,1,0,0,0,0,1
298,0,1,1,40,1,1,74.55,1,0,0,0,0,1,0
2734,0,0,0,11,1,0,20.25,0,0,1,0,1,0,0
4284,1,0,0,32,1,0,90.95,0,0,1,0,1,0,0
1999,0,0,0,23,1,1,74.95,0,1,0,0,0,0,1
6945,0,1,1,70,1,0,98.3,0,1,0,0,0,0,1
519,0,0,0,12,1,0,20.05,0,0,1,0,1,0,0
43,0,0,0,63,1,1,79.85,0,0,1,0,1,0,0
3252,0,1,1,17,1,1,62.1,0,0,1,0,1,0,0
4293,0,0,0,14,1,1,89.8,1,1,1,1,0,0,0
2106,0,1,1,55,1,0,59.45,0,0,1,0,1,0,0
2656,0,0,0,39,1,0,59.3,0,0,1,0,1,0,0
210,0,0,0,2,1,1,46.0,0,1,0,0,0,0,1
6412,0,1,1,72,1,1,108.3,0,0,1,0,1,0,0
1854,1,0,0,1,0,1,43.3,1,1,1,1,0,0,0
4282,0,1,1,52,1,0,101.25,1,0,0,0,0,1,0
2299,0,0,0,48,1,0,55.5,0,0,1,0,1,0,0
5239,0,1,1,68,1,0,105.75,0,0,1,0,1,0,0
929,0,1,1,30,1,0,86.45,0,0,1,0,1,0,0
5496,0,1,1,43,1,0,24.25,0,0,1,0,1,0,0
5936,0,1,1,38,1,1,19.95,0,0,1,0,1,0,0
6125,0,1,0,13,1,1,102.25,1,1,1,1,0,0,0
938,0,1,0,65,1,1,108.05,0,0,1,0,1,0,0
1673,0,1,0,41,1,1,113.6,1,1,1,1,0,0,0
1148,0,0,0,2,1,1,95.15,1,1,1,1,0,0,0
2027,0,1,0,24,1,0,20.15,0,0,1,0,1,0,0
6994,0,1,1,43,1,1,24.45,0,0,1,0,1,0,0
4553,0,1,0,72,1,1,115.8,0,0,1,0,1,0,0
4394,0,0,0,19,1,0,59.55,0,0,1,0,1,0,0
1377,0,1,1,72,1,0,82.3,0,0,1,0,1,0,0
147,0,0,0,1,1,1,45.65,1,1,1,1,0,0,0
510,1,1,1,20,1,0,94.3,0,0,1,0,1,0,0
1591,0,0,0,17,1,0,21.1,0,0,1,0,1,0,0
3492,0,0,0,3,0,0,29.2,1,0,0,0,0,1,0
768,0,0,0,41,1,1,74.25,1,0,0,0,0,1,0
839,0,0,0,44,1,0,20.4,0,0,1,0,1,0,0
2971,0,1,1,59,1,0,90.3,1,0,0,0,0,1,0
6146,0,0,0,25,1,1,99.5,0,1,0,0,0,0,1
5779,0,0,0,39,1,1,95.55,0,1,0,0,0,0,1
3476,1,1,0,65,1,1,100.75,0,0,1,0,1,0,0
797,0,1,1,20,1,1,25.55,0,0,1,0,1,0,0
4360,1,1,0,31,1,0,89.45,1,0,0,0,0,1,0
6217,0,1,1,62,1,1,81.45,0,0,1,0,1,0,0
3591,0,0,0,2,1,1,86.25,1,1,1,1,0,0,0
2965,0,0,0,51,1,0,80.0,0,1,0,0,0,0,1
6505,0,1,1,56,1,1,59.8,0,0,1,0,1,0,0
3043,1,0,0,2,0,1,30.4,1,1,1,1,0,0,0
4556,0,0,0,2,1,1,67.75,0,1,0,0,0,0,1
3582,0,0,0,3,1,1,80.5,1,0,0,0,0,1,0
5125,0,1,0,11,1,1,94.0,0,1,0,0,0,0,1
1655,0,1,1,3,1,0,44.3,0,1,0,0,0,0,1
2157,0,1,0,51,1,1,106.8,0,0,1,0,1,0,0
2374,0,0,0,2,1,0,19.4,0,0,1,0,1,0,0
5928,0,1,1,61,1,0,19.75,0,0,1,0,1,0,0
1149,0,1,1,13,1,1,96.65,1,1,1,1,0,0,0
5042,0,1,1,19,1,0,19.8,0,0,1,0,1,0,0
6305,1,0,0,26,1,1,95.0,0,1,0,0,0,0,1
6500,0,0,0,21,0,0,35.1,0,0,1,0,1,0,0
770,0,0,0,11,1,1,20.45,0,0,1,0,1,0,0
5442,0,0,1,61,1,1,25.0,0,0,1,0,1,0,0
3075,0,1,0,71,1,1,105.7,0,0,1,0,1,0,0
1188,0,0,0,35,1,1,99.25,1,0,0,0,0,1,0
830,0,1,0,50,1,0,108.55,0,1,0,0,0,0,1
1884,0,0,0,27,1,0,55.45,0,0,1,0,1,0,0
2403,0,1,0,71,1,1,84.8,0,0,1,0,1,0,0
2438,0,0,0,8,1,1,103.35,1,1,1,1,0,0,0
1113,0,1,0,37,1,1,78.95,0,1,0,0,0,0,1
3994,1,1,0,54,1,1,101.5,0,1,0,0,0,0,1
3167,0,1,0,64,1,1,74.35,0,0,1,0,1,0,0
1492,1,0,0,19,1,1,88.2,1,1,1,1,0,0,0
4485,0,1,0,66,1,0,91.7,0,0,1,0,1,0,0
3793,0,0,0,9,1,0,20.25,1,0,0,0,0,1,0
658,0,1,1,2,1,0,19.85,0,1,0,0,0,0,1
20,1,0,0,1,0,1,39.65,1,1,1,1,0,0,0
3376,0,1,1,1,1,1,19.4,0,0,1,0,1,0,0
5428,0,1,0,9,1,0,89.45,1,1,1,1,0,0,0
3796,0,0,0,15,1,1,49.1,0,1,0,0,0,0,1
3026,0,1,0,16,1,1,84.95,0,1,0,0,0,0,1
6972,1,0,0,56,1,1,111.95,1,1,1,1,0,0,0
4427,0,0,0,49,1,0,100.65,0,0,1,0,1,0,0
4169,0,0,0,15,1,1,101.25,1,1,1,1,0,0,0
1399,0,1,1,14,1,0,19.55,0,0,1,0,1,0,0
410,1,0,0,3,1,1,81.35,1,1,1,1,0,0,0
389,0,0,1,1,1,0,44.0,1,0,0,0,0,1,0
1761,0,0,0,58,1,1,24.45,0,0,1,0,1,0,0
4524,0,1,0,23,1,1,99.25,0,1,0,0,0,0,1
6809,1,1,0,4,1,0,74.95,0,1,0,0,0,0,1
6193,0,0,1,13,1,1,104.15,1,0,0,0,0,1,0
848,0,1,0,72,1,1,92.0,0,0,1,0,1,0,0
3907,0,0,0,19,1,0,89.95,1,0,0,0,0,1,0
3034,0,0,0,1,1,0,84.5,1,1,1,1,0,0,0
5194,0,0,1,22,1,1,89.4,1,1,1,1,0,0,0
4600,0,1,1,56,1,0,115.85,0,0,1,0,1,0,0
4340,0,0,1,5,1,1,48.65,1,0,0,0,0,1,0
3765,0,0,0,5,1,0,25.45,0,0,1,0,1,0,0
2789,0,0,0,24,1,1,88.95,1,0,0,0,0,1,0
5599,0,1,0,9,1,1,94.85,0,1,0,0,0,0,1
5475,0,0,1,54,1,1,55.0,0,1,0,0,0,0,1
3710,0,1,1,10,1,0,20.45,0,0,1,0,1,0,0
5085,0,0,0,39,0,1,40.6,1,0,0,0,0,1,0
5027,1,1,0,10,1,0,85.55,0,1,0,0,0,0,1
