,,,,,,,,,,,,,,,,Threshold,0.5,Coefficient,10,1,5,20,,WEIGHTED ACCURACY,,,,,,,
,690,0,35,6,112689.95,1,1,0,176962.31,1,0,0,0,0.120695422771993,0,0.379304577228007,0,TRUE,0,1,0,0,,,,,,,,,
,566,0,36,1,142120.91,1,1,0,79616.37,1,0,0,0,0.120792229576454,0,0.379207770423546,0,TRUE,0,1,0,0,,,,,,,,,
,676,1,41,4,101457.14,1,1,1,79101.67,1,0,0,0,0.120822622256559,0,0.37917737774344,0,TRUE,0,1,0,0,,,,,,,,,
,571,1,38,6,107193.82,2,0,0,38962.94,1,0,0,0,0.121037139160314,0,0.378962860839686,0,TRUE,0,1,0,0,,,,,,,,,
,605,0,33,9,128152.82,1,0,0,147822.81,1,0,0,0,0.121125211565441,0,0.378874788434559,0,TRUE,0,1,0,0,,,,,,,,,
,466,0,26,9,105522.06,1,1,0,10842.46,1,0,0,0,0.121163444654091,0,0.378836555345909,0,TRUE,0,1,0,0,,,,,,,,,
,767,0,36,3,139180.2,1,0,0,123880.19,1,0,0,0,0.121518707172214,0,0.378481292827786,0,TRUE,0,1,0,0,,,,,,,,,
,681,0,23,7,157761.56,1,0,0,147759.84,1,0,0,0,0.121651351055221,0,0.378348648944779,0,TRUE,0,1,0,0,,,,,,,,,
,667,0,28,6,165798.1,1,1,0,147090.9,1,0,0,0,0.121700535214,0,0.378299464786,0,TRUE,0,1,0,0,,,,,,,,,
,665,0,35,8,110934.54,1,1,0,169287.99,1,0,0,0,0.121730511612041,0,0.378269488387959,0,TRUE,0,1,0,0,,,,,,,,,
,756,0,31,10,122647.32,1,0,0,61666.87,1,0,0,0,0.121740538899128,0,0.378259461100872,0,TRUE,0,1,0,0,,,,,,,,,
,661,0,35,9,100107.99,1,1,0,83949.68,1,0,0,0,0.121857956737673,0,0.378142043262327,0,TRUE,0,1,0,0,,,,,,,,,
,565,0,36,6,106192.1,1,1,0,149575.59,1,0,0,0,0.122003513290385,0,0.377996486709615,0,TRUE,0,1,0,0,,,,,,,,,
,543,0,35,5,137482.19,1,0,0,62389.35,1,0,0,0,0.122009912022307,0,0.377990087977693,0,TRUE,0,1,0,0,,,,,,,,,
,567,1,41,1,0,2,1,0,3414.72,0,0,1,0,0.122102772166196,0,0.377897227833804,0,TRUE,0,1,0,0,,,,,,,,,
,612,1,38,7,110615.47,1,1,1,193502.93,1,0,0,0,0.122132327642786,0,0.377867672357214,0,TRUE,0,1,0,0,,,,,,,,,
,829,0,36,4,81795.74,2,1,0,90106.94,0,1,0,0,0.122242776939897,0,0.377757223060103,0,TRUE,0,1,0,0,,,,,,,,,
,577,1,31,4,61211.18,1,1,1,145250.43,0,1,0,0,0.122307412164714,0,0.377692587835286,0,TRUE,0,1,0,0,,,,,,,,,
,631,0,37,9,131519.49,2,1,1,51752.18,0,1,0,0,0.12235282828578,0,0.37764717171422,0,TRUE,0,1,0,0,,,,,,,,,
,621,0,27,1,74298.43,1,1,1,52581.96,0,1,0,0,0.12237640137741,0,0.37762359862259,0,TRUE,0,1,0,0,,,,,,,,,
,475,0,40,7,160818.08,1,0,1,169642.13,1,0,0,0,0.122486038774048,1,0.377513961225952,0,FALSE,0,0,0,1,,,,,,,,,
,751,1,37,3,99773.85,2,1,0,54865.92,0,0,1,0,0.122637176676829,0,0.377362823323171,0,TRUE,0,1,0,0,,,,,,,,,
,676,0,29,7,131959.86,1,0,0,189268.81,1,0,0,0,0.122791647148964,0,0.377208352851036,0,TRUE,0,1,0,0,,,,,,,,,
,643,1,20,0,133313.34,1,1,1,3965.69,0,0,1,0,0.122823370907956,0,0.377176629092044,0,TRUE,0,1,0,0,,,,,,,,,
,728,1,69,1,0,2,1,1,131804.86,1,0,0,0,0.122980903984676,0,0.377019096015324,0,TRUE,0,1,0,0,,,,,,,,,
,850,1,71,4,0,2,1,1,107236.87,1,0,0,0,0.123018789276241,0,0.376981210723759,0,TRUE,0,1,0,0,,,,,,,,,
,641,1,40,4,101090.27,1,1,1,51703.09,0,0,1,0,0.123160170467608,0,0.376839829532392,0,TRUE,0,1,0,0,,,,,,,,,
,824,0,26,7,146266,1,1,0,21903.62,1,0,0,0,0.123170258300674,1,0.376829741699326,0,FALSE,0,0,0,1,,,,,,,,,
,617,1,34,0,131244.65,2,1,0,183229.02,1,0,0,0,0.123239653068917,0,0.376760346931083,0,TRUE,0,1,0,0,,,,,,,,,
,679,0,60,8,0,2,1,1,51380.9,1,0,0,0,0.123242432043038,0,0.376757567956962,0,TRUE,0,1,0,0,,,,,,,,,
,656,0,63,8,0,2,0,1,57014.43,1,0,0,0,0.123251172450604,0,0.376748827549396,0,TRUE,0,1,0,0,,,,,,,,,
,666,0,43,7,137780.74,2,1,1,119100.05,1,0,0,0,0.1232626252461,1,0.3767373747539,0,FALSE,0,0,0,1,,,,,,,,,
,620,0,37,0,107548.94,1,1,0,71175.94,1,0,0,0,0.123309361138509,0,0.376690638861491,0,TRUE,0,1,0,0,,,,,,,,,
,696,1,27,2,96129.32,2,1,1,5983.7,0,1,0,0,0.123341214664216,0,0.376658785335784,0,TRUE,0,1,0,0,,,,,,,,,
,850,1,39,7,79259.99,1,0,1,186910.74,1,0,0,0,0.123434712046107,0,0.376565287953893,0,TRUE,0,1,0,0,,,,,,,,,
,667,0,36,8,139753.35,1,1,0,79871.16,1,0,0,0,0.12363970650677,0,0.37636029349323,0,TRUE,0,1,0,0,,,,,,,,,
,710,0,34,8,147833.3,2,0,1,1561.58,0,1,0,0,0.123699264580069,0,0.376300735419931,0,TRUE,0,1,0,0,,,,,,,,,
,623,1,40,7,0,1,1,1,25904.12,0,0,1,0,0.123788451388529,0,0.376211548611471,0,TRUE,0,1,0,0,,,,,,,,,
,800,1,40,3,75893.11,2,1,0,132562.23,1,0,0,0,0.123833532391393,0,0.376166467608606,0,TRUE,0,1,0,0,,,,,,,,,
,461,1,40,7,0,2,1,0,176547.8,1,0,0,0,0.123834725531534,0,0.376165274468466,0,TRUE,0,1,0,0,,,,,,,,,
,614,0,38,2,116248.88,1,1,0,105140.92,1,0,0,0,0.123839500120951,0,0.376160499879049,0,TRUE,0,1,0,0,,,,,,,,,
,645,1,40,3,129596.77,1,1,1,103232.6,1,0,0,0,0.123875588767804,0,0.376124411232196,0,TRUE,0,1,0,0,,,,,,,,,
,666,1,66,7,0,2,1,1,99792.82,1,0,0,0,0.123905019363114,0,0.376094980636886,0,TRUE,0,1,0,0,,,,,,,,,
,752,1,31,4,144637.86,2,1,0,40496.72,0,0,1,0,0.123951429579058,0,0.376048570420942,0,TRUE,0,1,0,0,,,,,,,,,
,850,1,39,2,148586.64,1,1,1,176791.27,1,0,0,0,0.123994769596556,0,0.376005230403444,0,TRUE,0,1,0,0,,,,,,,,,
,529,0,32,9,147493.89,1,1,0,33656.35,1,0,0,0,0.124056816931183,0,0.375943183068817,0,TRUE,0,1,0,0,,,,,,,,,
,572,0,37,1,133043.66,1,0,0,111243.09,1,0,0,0,0.124249813267771,0,0.375750186732229,0,TRUE,0,1,0,0,,,,,,,,,
,684,1,41,7,0,1,1,1,138394.37,0,0,1,0,0.124327017879902,0,0.375672982120098,0,TRUE,0,1,0,0,,,,,,,,,
,654,0,37,6,83568.55,1,1,0,47046.72,1,0,0,0,0.124483675273847,0,0.375516324726153,0,TRUE,0,1,0,0,,,,,,,,,
,577,0,37,2,127261.35,1,1,0,56185.05,1,0,0,0,0.124524275717989,0,0.375475724282011,0,TRUE,0,1,0,0,,,,,,,,,
,649,0,45,7,0,2,0,1,75204.21,1,0,0,0,0.124755477792409,0,0.375244522207591,0,TRUE,0,1,0,0,,,,,,,,,
,645,0,19,9,128514.84,1,0,0,175969.19,1,0,0,0,0.12478894554958,0,0.37521105445042,0,TRUE,0,1,0,0,,,,,,,,,
,563,0,57,6,0,2,1,1,39297.48,0,0,1,0,0.124838557022971,0,0.375161442977029,0,TRUE,0,1,0,0,,,,,,,,,
,653,0,55,7,0,2,1,1,41967.03,0,0,1,0,0.125015153202018,0,0.374984846797982,0,TRUE,0,1,0,0,,,,,,,,,
,670,1,42,1,115961.58,2,0,1,29483.87,1,0,0,0,0.125105926403936,0,0.374894073596064,0,TRUE,0,1,0,0,,,,,,,,,
,644,1,40,10,139180.97,1,1,1,19959.67,1,0,0,0,0.125297966410227,0,0.374702033589773,0,TRUE,0,1,0,0,,,,,,,,,
,558,0,32,10,105000.23,1,1,0,190019.61,1,0,0,0,0.125318769010191,0,0.374681230989809,0,TRUE,0,1,0,0,,,,,,,,,
,544,0,37,3,84496.71,1,0,0,79972.09,1,0,0,0,0.125384206341768,0,0.374615793658232,0,TRUE,0,1,0,0,,,,,,,,,
,692,0,46,2,0,2,1,1,105983.09,0,0,1,0,0.125400760102029,0,0.374599239897971,0,TRUE,0,1,0,0,,,,,,,,,
,653,0,37,7,135847.47,1,1,0,144880.81,1,0,0,0,0.125587750156828,0,0.374412249843172,0,TRUE,0,1,0,0,,,,,,,,,
,622,1,39,9,83456.79,2,0,0,38882.34,1,0,0,0,0.12565914086462,0,0.37434085913538,0,TRUE,0,1,0,0,,,,,,,,,
,578,0,30,4,169462.09,1,1,0,112187.11,1,0,0,0,0.125839803296812,0,0.374160196703188,0,TRUE,0,1,0,0,,,,,,,,,
,597,0,44,8,78128.13,2,0,1,109153.04,1,0,0,0,0.125864883429524,0,0.374135116570476,0,TRUE,0,1,0,0,,,,,,,,,
,658,1,40,7,140596.95,1,0,1,135459.02,1,0,0,0,0.125907033913023,1,0.374092966086977,0,FALSE,0,0,0,1,,,,,,,,,
,658,0,42,8,102870.93,1,0,1,103764.55,1,0,0,0,0.126007129402247,1,0.373992870597753,0,FALSE,0,0,0,1,,,,,,,,,
,654,0,42,7,99263.09,1,1,1,67607.9,1,0,0,0,0.126045264055415,0,0.373954735944585,0,TRUE,0,1,0,0,,,,,,,,,
,703,0,37,1,149762.08,1,1,0,20629.4,1,0,0,0,0.126045571430296,1,0.373954428569703,0,FALSE,0,0,0,1,,,,,,,,,
,723,0,42,2,99095.73,1,1,1,17512.53,1,0,0,0,0.12610804558654,0,0.37389195441346,0,TRUE,0,1,0,0,,,,,,,,,
,728,0,43,7,0,2,1,0,40023.7,1,0,0,0,0.126114076336424,0,0.373885923663576,0,TRUE,0,1,0,0,,,,,,,,,
,514,0,38,4,112230.38,1,1,0,16717.11,1,0,0,0,0.126116259773812,1,0.373883740226188,0,FALSE,0,0,0,1,,,,,,,,,
,624,0,46,3,0,2,1,1,62825.03,0,0,1,0,0.126152325311104,0,0.373847674688896,0,TRUE,0,1,0,0,,,,,,,,,
,509,1,25,3,108738.71,2,1,0,106920.57,0,0,1,0,0.126207394687707,0,0.373792605312293,0,TRUE,0,1,0,0,,,,,,,,,
,629,1,43,0,0,2,1,1,41263.69,1,0,0,0,0.126308845045196,0,0.373691154954804,0,TRUE,0,1,0,0,,,,,,,,,
,798,1,29,8,80204.11,2,1,0,70223.22,0,1,0,0,0.126397731910729,0,0.373602268089271,0,TRUE,0,1,0,0,,,,,,,,,
,552,0,42,4,0,2,0,0,195692.3,0,0,1,0,0.126624372269276,0,0.373375627730724,0,TRUE,0,1,0,0,,,,,,,,,
,679,0,35,1,130463.55,2,1,1,37341.17,0,1,0,0,0.12666556283116,0,0.373334437168839,0,TRUE,0,1,0,0,,,,,,,,,
,569,0,43,7,0,2,1,0,52534.81,1,0,0,0,0.126674991775268,0,0.373325008224732,0,TRUE,0,1,0,0,,,,,,,,,
,653,0,38,8,119315.75,1,1,0,150468.35,1,0,0,0,0.126686977051267,0,0.373313022948733,0,TRUE,0,1,0,0,,,,,,,,,
,495,0,30,10,129755.99,1,0,0,172749.65,1,0,0,0,0.126716621883271,0,0.373283378116729,0,TRUE,0,1,0,0,,,,,,,,,
,640,1,30,5,32197.64,1,0,1,141446.01,0,1,0,0,0.126740345646775,0,0.373259654353225,0,TRUE,0,1,0,0,,,,,,,,,
,689,1,40,5,154251.67,1,0,1,118319.5,0,0,1,0,0.126798736455417,0,0.373201263544583,0,TRUE,0,1,0,0,,,,,,,,,
,606,1,35,0,135984.15,2,1,0,186778.89,1,0,0,0,0.126895292534512,0,0.373104707465488,0,TRUE,0,1,0,0,,,,,,,,,
,627,1,25,4,0,1,1,1,194313.93,0,0,1,0,0.126922901543037,0,0.373077098456963,0,TRUE,0,1,0,0,,,,,,,,,
,611,0,68,5,82547.11,2,1,1,146448.01,1,0,0,0,0.12701653389345,0,0.37298346610655,0,TRUE,0,1,0,0,,,,,,,,,
,564,0,42,7,99824.45,1,1,1,36721.4,1,0,0,0,0.127139397725323,0,0.372860602274677,0,TRUE,0,1,0,0,,,,,,,,,
,625,1,36,8,129944.39,2,0,0,198914.8,1,0,0,0,0.127150578682405,0,0.372849421317595,0,TRUE,0,1,0,0,,,,,,,,,
,795,1,40,2,101891.1,1,1,1,183044.86,1,0,0,0,0.127170242661765,0,0.372829757338235,0,TRUE,0,1,0,0,,,,,,,,,
,621,1,37,9,83061.26,2,1,0,9170.54,0,0,1,0,0.127336847399996,0,0.372663152600004,0,TRUE,0,1,0,0,,,,,,,,,
,709,0,42,9,118546.71,1,0,1,77142.85,1,0,0,0,0.127344250943096,0,0.372655749056904,0,TRUE,0,1,0,0,,,,,,,,,
,651,1,24,7,40224.7,1,1,1,178341.33,0,1,0,0,0.127352357830281,0,0.372647642169719,0,TRUE,0,1,0,0,,,,,,,,,
,599,1,28,4,126833.79,2,1,0,60843.09,0,0,1,0,0.127611229388614,1,0.372388770611386,0,FALSE,0,0,0,1,,,,,,,,,
,670,1,40,3,47364.45,1,1,1,148579.43,1,0,0,0,0.127816923763556,1,0.372183076236444,0,FALSE,0,0,0,1,,,,,,,,,
,583,1,44,8,0,2,1,1,27431.62,1,0,0,0,0.127936554741952,0,0.372063445258048,0,TRUE,0,1,0,0,,,,,,,,,
,662,1,39,5,139562.05,2,1,0,61636.22,1,0,0,0,0.12799197421559,0,0.37200802578441,0,TRUE,0,1,0,0,,,,,,,,,
,611,0,31,0,107884.81,2,1,1,183487.98,0,1,0,0,0.128063031746217,0,0.371936968253783,0,TRUE,0,1,0,0,,,,,,,,,
,754,0,39,3,74896.33,1,0,0,34430.16,1,0,0,0,0.128233844520989,0,0.371766155479011,0,TRUE,0,1,0,0,,,,,,,,,
,583,1,26,10,72835.56,2,1,0,96792.15,0,1,0,0,0.128353750082407,0,0.371646249917593,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,35,3,162442.35,1,1,0,183566.78,1,0,0,0,0.128375690291975,0,0.371624309708025,0,TRUE,0,1,0,0,,,,,,,,,
,613,0,36,9,131307.11,1,0,0,83343.73,1,0,0,0,0.128690107493029,0,0.371309892506971,0,TRUE,0,1,0,0,,,,,,,,,
,703,0,43,8,0,2,1,0,9704.66,1,0,0,0,0.128863582192923,0,0.371136417807078,0,TRUE,0,1,0,0,,,,,,,,,
,760,0,38,6,162888.73,1,1,0,91098.76,1,0,0,0,0.128928613713504,1,0.371071386286496,0,FALSE,0,0,0,1,,,,,,,,,
,491,0,33,5,83134.3,1,1,0,187946.55,1,0,0,0,0.129049610838868,0,0.370950389161132,0,TRUE,0,1,0,0,,,,,,,,,
,476,0,40,6,0,1,1,1,22735.45,1,0,0,0,0.129065742747416,0,0.370934257252584,0,TRUE,0,1,0,0,,,,,,,,,
,724,1,41,5,109798.25,1,0,1,149593.61,1,0,0,0,0.129228189508657,0,0.370771810491343,0,TRUE,0,1,0,0,,,,,,,,,
,783,0,38,9,114135.17,1,1,0,153269.98,1,0,0,0,0.129376931016141,0,0.370623068983859,0,TRUE,0,1,0,0,,,,,,,,,
,526,1,33,8,114634.63,2,1,0,110114.38,0,0,1,0,0.129420971399746,1,0.370579028600254,0,FALSE,0,0,0,1,,,,,,,,,
,841,1,33,7,154969.79,2,1,1,99505.75,0,1,0,0,0.129549269453131,0,0.370450730546869,0,TRUE,0,1,0,0,,,,,,,,,
,845,0,33,8,164385.53,1,1,0,150664.97,1,0,0,0,0.129620507575369,0,0.370379492424632,0,TRUE,0,1,0,0,,,,,,,,,
,681,0,38,6,153722.47,1,1,0,101319.76,1,0,0,0,0.129686084032561,0,0.370313915967439,0,TRUE,0,1,0,0,,,,,,,,,
,651,1,41,4,38617.2,1,1,1,104876.8,1,0,0,0,0.129791785704838,0,0.370208214295162,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,28,8,99986.98,1,1,0,196582.55,1,0,0,0,0.129801985708451,0,0.370198014291549,0,TRUE,0,1,0,0,,,,,,,,,
,745,1,40,6,131184.67,1,1,1,49815.62,1,0,0,0,0.130065406138236,0,0.369934593861764,0,TRUE,0,1,0,0,,,,,,,,,
,482,0,38,4,124976.19,1,1,0,35848.12,1,0,0,0,0.130098289519262,0,0.369901710480738,0,TRUE,0,1,0,0,,,,,,,,,
,591,0,45,5,0,2,1,1,155492.87,1,0,0,0,0.130386785649848,0,0.369613214350152,0,TRUE,0,1,0,0,,,,,,,,,
,604,0,40,1,84315.02,1,0,0,36209.1,1,0,0,0,0.130449170166642,0,0.369550829833358,0,TRUE,0,1,0,0,,,,,,,,,
,730,0,39,1,116537.6,1,0,0,145679.6,1,0,0,0,0.130615467738831,0,0.369384532261169,0,TRUE,0,1,0,0,,,,,,,,,
,743,0,43,5,0,2,0,0,113079.19,1,0,0,0,0.130672854746572,1,0.369327145253428,0,FALSE,0,0,0,1,,,,,,,,,
,773,0,43,8,81844.91,2,1,1,35908.46,0,1,0,0,0.130710556559687,0,0.369289443440313,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,33,7,140956.99,1,0,0,3510.18,1,0,0,0,0.130880897092474,0,0.369119102907526,0,TRUE,0,1,0,0,,,,,,,,,
,686,0,37,9,134560.62,1,1,0,27596.39,1,0,0,0,0.130901985262326,0,0.369098014737674,0,TRUE,0,1,0,0,,,,,,,,,
,615,0,45,5,0,2,1,1,164886.64,1,0,0,0,0.131161690357791,0,0.368838309642209,0,TRUE,0,1,0,0,,,,,,,,,
,744,0,29,1,0,1,0,0,82422.97,1,0,0,0,0.131260802616493,0,0.368739197383507,0,TRUE,0,1,0,0,,,,,,,,,
,617,0,42,0,70105.87,1,1,1,120830.73,0,0,1,0,0.131412083446923,0,0.368587916553077,0,TRUE,0,1,0,0,,,,,,,,,
,815,0,37,1,166115.42,1,1,0,67208.3,1,0,0,0,0.131425729471986,0,0.368574270528014,0,TRUE,0,1,0,0,,,,,,,,,
,430,0,35,1,118894.22,1,0,0,2923.61,1,0,0,0,0.131511539339033,0,0.368488460660967,0,TRUE,0,1,0,0,,,,,,,,,
,660,1,38,5,110570.78,2,1,0,195906.59,1,0,0,0,0.131531651621422,0,0.368468348378578,0,TRUE,0,1,0,0,,,,,,,,,
,670,1,40,3,0,1,1,1,182650.15,0,0,1,0,0.131663275491311,0,0.368336724508689,0,TRUE,0,1,0,0,,,,,,,,,
,523,0,45,5,0,2,1,1,121428.2,1,0,0,0,0.131688951879321,0,0.368311048120679,0,TRUE,0,1,0,0,,,,,,,,,
,582,0,29,0,0,1,1,0,142516.35,1,0,0,0,0.131696953296291,0,0.368303046703709,0,TRUE,0,1,0,0,,,,,,,,,
,527,0,32,0,0,1,1,0,109523.88,1,0,0,0,0.131696953296291,0,0.368303046703709,0,TRUE,0,1,0,0,,,,,,,,,
,553,0,38,3,99844.68,1,0,0,187915.7,1,0,0,0,0.131974801190335,0,0.368025198809665,0,TRUE,0,1,0,0,,,,,,,,,
,807,0,37,10,130110.45,2,0,1,172097.95,0,1,0,0,0.132108469457243,0,0.367891530542757,0,TRUE,0,1,0,0,,,,,,,,,
,619,1,33,3,100488.92,2,0,1,36446.74,0,1,0,0,0.132164113916109,0,0.367835886083891,0,TRUE,0,1,0,0,,,,,,,,,
,600,1,26,6,108909.12,1,1,0,82547.01,1,0,0,0,0.132251521559597,0,0.367748478440403,0,TRUE,0,1,0,0,,,,,,,,,
,736,1,25,9,81732.88,2,1,0,136497.28,0,1,0,0,0.132448277745595,0,0.367551722254405,0,TRUE,0,1,0,0,,,,,,,,,
,545,1,44,1,0,2,1,1,82614.89,0,0,1,0,0.132450445847924,0,0.367549554152076,0,TRUE,0,1,0,0,,,,,,,,,
,635,0,43,10,122198.21,2,0,1,179144.54,1,0,0,0,0.132624904620326,0,0.367375095379674,0,TRUE,0,1,0,0,,,,,,,,,
,753,1,31,6,106596.29,1,0,0,91305.77,1,0,0,0,0.132657213850603,0,0.367342786149397,0,TRUE,0,1,0,0,,,,,,,,,
,672,1,21,3,165878.76,2,1,1,164537.17,0,1,0,0,0.132671375808767,0,0.367328624191233,0,TRUE,0,1,0,0,,,,,,,,,
,600,1,32,7,98877.95,1,1,0,132973.21,1,0,0,0,0.132692109715228,0,0.367307890284772,0,TRUE,0,1,0,0,,,,,,,,,
,627,0,38,8,106922.92,2,0,1,84270.09,0,1,0,0,0.1331133835468,0,0.3668866164532,0,TRUE,0,1,0,0,,,,,,,,,
,627,1,30,4,79871.02,2,1,0,129826.89,0,1,0,0,0.13311442787581,0,0.36688557212419,0,TRUE,0,1,0,0,,,,,,,,,
,490,1,40,1,0,1,1,1,49594.19,1,0,0,0,0.133274849481287,1,0.366725150518713,0,FALSE,0,0,0,1,,,,,,,,,
,693,1,34,10,107556.06,2,0,0,154631.35,0,0,1,0,0.133317639231667,0,0.366682360768333,0,TRUE,0,1,0,0,,,,,,,,,
,658,1,40,5,143566.12,1,1,1,189607.71,1,0,0,0,0.133520535240522,0,0.366479464759478,0,TRUE,0,1,0,0,,,,,,,,,
,673,1,38,2,170061.92,2,0,0,134901.34,1,0,0,0,0.133636207395779,1,0.366363792604221,0,FALSE,0,0,0,1,,,,,,,,,
,604,1,25,5,157780.84,2,1,1,58426.81,0,1,0,0,0.133768633147222,0,0.366231366852778,0,TRUE,0,1,0,0,,,,,,,,,
,684,0,37,1,126817.13,2,1,1,29995.83,0,1,0,0,0.133809358522379,1,0.366190641477621,0,FALSE,0,0,0,1,,,,,,,,,
,556,0,38,2,114756.14,1,1,0,193214.05,1,0,0,0,0.133949480206738,0,0.366050519793262,0,TRUE,0,1,0,0,,,,,,,,,
,692,0,54,5,0,2,1,1,88721.84,1,0,0,0,0.134185665165336,0,0.365814334834664,0,TRUE,0,1,0,0,,,,,,,,,
,546,0,28,8,0,1,1,0,159254.29,1,0,0,0,0.134190570285037,0,0.365809429714963,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,38,7,80293.98,1,0,0,126555.74,1,0,0,0,0.134278826586821,0,0.365721173413179,0,TRUE,0,1,0,0,,,,,,,,,
,805,1,33,3,105663.56,2,0,1,33330.89,0,1,0,0,0.13427960882571,0,0.36572039117429,0,TRUE,0,1,0,0,,,,,,,,,
,660,0,33,2,80462.24,1,0,0,150422.35,0,0,1,0,0.134445999032097,0,0.365554000967903,0,TRUE,0,1,0,0,,,,,,,,,
,611,0,37,1,117524.72,2,0,1,161064.29,0,1,0,0,0.13449427516667,0,0.36550572483333,0,TRUE,0,1,0,0,,,,,,,,,
,660,1,32,0,114668.89,1,1,0,84605,1,0,0,0,0.134702498012816,0,0.365297501987184,0,TRUE,0,1,0,0,,,,,,,,,
,680,0,27,3,0,1,1,0,32454.26,1,0,0,0,0.134910297793111,0,0.365089702206889,0,TRUE,0,1,0,0,,,,,,,,,
,659,0,39,8,106259.63,2,1,1,198103.32,0,1,0,0,0.135098718311512,0,0.364901281688488,0,TRUE,0,1,0,0,,,,,,,,,
,702,0,36,9,90560.48,2,1,0,174268.87,0,1,0,0,0.135166068517775,0,0.364833931482225,0,TRUE,0,1,0,0,,,,,,,,,
,690,1,26,3,118097.87,1,1,0,61257.83,1,0,0,0,0.135302318659713,0,0.364697681340287,0,TRUE,0,1,0,0,,,,,,,,,
,606,1,71,8,0,2,1,1,169741.96,1,0,0,0,0.135420652965395,0,0.364579347034605,0,TRUE,0,1,0,0,,,,,,,,,
,513,0,44,1,63562.02,2,0,1,52629.73,1,0,0,0,0.135477621934246,1,0.364522378065754,0,FALSE,0,0,0,1,,,,,,,,,
,541,0,46,6,0,2,1,1,83456.67,1,0,0,0,0.135629799406515,0,0.364370200593485,0,TRUE,0,1,0,0,,,,,,,,,
,700,1,27,6,137963.07,1,0,0,8996.79,1,0,0,0,0.135680498611215,0,0.364319501388785,0,TRUE,0,1,0,0,,,,,,,,,
,620,1,67,3,0,2,1,1,43486.73,1,0,0,0,0.135725523627877,0,0.364274476372123,0,TRUE,0,1,0,0,,,,,,,,,
,618,1,21,2,125682.79,1,0,0,57762,1,0,0,0,0.135733228613613,0,0.364266771386387,0,TRUE,0,1,0,0,,,,,,,,,
,733,0,42,9,150507.21,1,0,1,169964.12,1,0,0,0,0.135775973050811,0,0.364224026949189,0,TRUE,0,1,0,0,,,,,,,,,
,806,1,67,1,0,2,0,1,103945.58,1,0,0,0,0.13592419686947,0,0.36407580313053,0,TRUE,0,1,0,0,,,,,,,,,
,606,0,40,9,95293.86,2,0,1,96985.58,0,1,0,0,0.135938724694879,0,0.364061275305121,0,TRUE,0,1,0,0,,,,,,,,,
,699,1,29,9,127570.93,2,1,0,164756.81,0,0,1,0,0.135987977252434,0,0.364012022747566,0,TRUE,0,1,0,0,,,,,,,,,
,741,1,44,7,0,2,1,1,190534.76,1,0,0,0,0.136023918599588,0,0.363976081400412,0,TRUE,0,1,0,0,,,,,,,,,
,746,0,49,7,0,2,0,1,10096.25,0,0,1,0,0.136104361166232,0,0.363895638833768,0,TRUE,0,1,0,0,,,,,,,,,
,604,1,32,7,127849.38,1,1,0,15798.7,1,0,0,0,0.136142354578017,0,0.363857645421983,0,TRUE,0,1,0,0,,,,,,,,,
,619,0,25,4,0,1,1,0,145524.36,1,0,0,0,0.136221011129873,0,0.363778988870127,0,TRUE,0,1,0,0,,,,,,,,,
,679,1,30,4,77949.69,1,1,1,121151.46,0,1,0,0,0.136271129871424,0,0.363728870128576,0,TRUE,0,1,0,0,,,,,,,,,
,631,1,34,4,124379.14,1,1,0,106892.91,1,0,0,0,0.136450469839049,0,0.363549530160951,0,TRUE,0,1,0,0,,,,,,,,,
,651,1,33,1,96834.78,1,1,0,108764.69,1,0,0,0,0.136452727957671,0,0.363547272042329,0,TRUE,0,1,0,0,,,,,,,,,
,513,0,40,3,141004.46,1,1,0,105028.46,1,0,0,0,0.136463042148022,0,0.363536957851978,0,TRUE,0,1,0,0,,,,,,,,,
,667,0,42,7,0,1,0,1,108348.94,1,0,0,0,0.136601045535599,1,0.363398954464401,0,FALSE,0,0,0,1,,,,,,,,,
,706,1,29,5,112564.62,1,1,0,42334.38,1,0,0,0,0.136630019653801,0,0.363369980346199,0,TRUE,0,1,0,0,,,,,,,,,
,697,1,34,2,126558.92,1,1,0,73334.43,1,0,0,0,0.136650653662544,0,0.363349346337456,0,TRUE,0,1,0,0,,,,,,,,,
,440,0,42,2,0,2,1,0,49826.68,1,0,0,0,0.136677468541447,0,0.363322531458553,0,TRUE,0,1,0,0,,,,,,,,,
,751,0,33,4,79281.61,1,1,0,117547.76,0,0,1,0,0.13669978465033,0,0.36330021534967,0,TRUE,0,1,0,0,,,,,,,,,
,571,1,30,4,85755.86,1,1,0,145115.95,1,0,0,0,0.136777798531082,0,0.363222201468918,0,TRUE,0,1,0,0,,,,,,,,,
,792,1,70,3,0,2,1,1,172240.27,1,0,0,0,0.136804165072312,0,0.363195834927688,0,TRUE,0,1,0,0,,,,,,,,,
,724,0,31,5,0,1,1,0,134889.95,1,0,0,0,0.136806550417254,1,0.363193449582746,0,FALSE,0,0,0,1,,,,,,,,,
,680,1,37,6,124140.57,2,1,0,92826.35,0,0,1,0,0.137099517131948,0,0.362900482868052,0,TRUE,0,1,0,0,,,,,,,,,
