,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
2070,0,1,1,27,1,0,2258,1,2,1,4,1,1,1,1,2,2,4,3,3,1,0,0.0
32294,0,1,1,42,1,0,2332,4,1,4,2,4,4,4,4,4,3,2,4,2,4,6,0.0
2071,0,1,1,20,1,0,3081,1,2,1,4,1,1,1,1,4,1,3,1,4,1,0,0.0
8751,0,1,1,43,1,0,2609,2,1,2,3,1,2,1,1,4,1,3,3,4,1,3,0.0
33417,1,0,1,61,1,0,1258,4,3,4,1,4,5,2,3,3,4,3,5,3,5,0,0.0
2620,0,1,1,30,1,0,1959,1,3,1,3,2,1,2,2,2,1,3,2,4,2,0,0.0
109148,1,1,1,22,0,0,2247,4,2,2,2,4,4,5,4,4,1,2,3,5,4,2,0.0
85013,0,1,1,46,0,0,2527,3,3,3,3,3,3,3,3,4,5,4,4,3,3,13,25.0
97913,1,0,1,53,0,1,2017,5,5,5,5,3,4,5,4,4,4,4,3,4,4,50,21.0
110295,1,1,1,33,0,1,5576,5,5,5,5,5,4,5,5,1,2,4,3,4,5,0,0.0
81739,1,0,1,55,0,0,1235,3,1,1,1,3,5,5,3,3,3,3,4,3,1,0,0.0
109438,1,1,1,65,0,1,3826,5,5,5,5,5,5,4,4,4,4,5,4,4,3,30,21.0
86281,0,0,1,43,0,1,3292,3,4,5,5,1,4,4,3,3,3,3,1,3,1,4,0.0
87236,0,1,1,70,0,1,73,1,3,3,3,2,2,2,4,4,4,1,1,4,3,0,0.0
34613,1,1,1,57,1,1,228,4,4,4,1,3,5,5,3,3,4,3,3,3,4,0,0.0
90377,1,0,1,51,0,0,93,4,4,4,4,1,3,2,4,4,4,4,3,4,1,10,9.0
65281,1,0,1,43,0,1,94,0,4,0,4,2,2,3,2,2,2,2,1,2,3,0,0.0
124432,1,0,1,42,0,1,3816,2,2,2,2,3,4,2,5,5,5,5,3,5,1,17,21.0
116919,1,1,1,30,0,1,4911,4,4,4,4,5,5,5,5,3,3,5,2,2,5,5,0.0
110967,1,1,1,58,0,1,1525,2,2,4,2,2,5,1,5,5,4,5,1,5,2,0,2.0
109168,1,0,1,47,0,1,1531,5,5,5,5,3,1,4,4,4,4,5,5,4,5,59,43.0
75154,0,0,1,66,0,0,229,2,2,2,2,5,3,4,2,2,2,2,3,2,1,7,19.0
81063,0,1,1,18,0,1,4201,3,2,2,2,3,3,3,3,1,5,2,2,3,3,0,0.0
69623,0,0,1,51,0,1,90,4,1,1,1,4,4,3,1,1,1,4,4,1,1,46,40.0
111459,1,1,1,58,0,1,1834,4,4,4,4,1,2,2,5,5,5,3,2,5,2,0,0.0
56602,1,1,0,22,0,0,1708,4,0,3,2,2,3,2,2,5,4,4,5,5,2,0,0.0
15471,0,1,1,40,1,0,1476,2,4,2,4,3,2,5,3,4,4,4,3,3,3,0,0.0
14619,0,1,1,41,1,0,1275,2,4,2,3,4,2,4,4,3,5,3,3,4,4,0,0.0
16131,1,0,1,49,1,0,227,1,1,1,1,2,2,4,4,4,4,4,1,4,3,0,0.0
26809,0,1,1,40,1,0,1982,3,4,3,3,4,3,4,4,1,1,3,2,4,4,4,0.0
11387,1,0,1,7,1,0,1411,4,4,4,4,4,5,5,4,4,4,4,5,4,3,10,4.0
128653,1,0,1,46,0,0,96,5,1,1,1,1,4,5,5,5,5,5,3,5,4,0,0.0
106295,1,1,1,33,0,0,1696,4,1,1,1,4,4,4,4,1,1,5,4,3,4,12,0.0
84487,0,1,1,54,0,0,1645,3,1,1,1,3,3,3,3,1,1,4,4,3,3,0,0.0
24147,1,0,1,68,1,0,241,1,1,1,1,5,5,5,5,3,3,5,4,4,5,0,0.0
3361,1,0,1,44,1,0,2026,0,0,0,1,4,3,3,4,1,5,5,4,4,4,0,0.0
28615,1,0,1,32,1,0,3387,4,4,5,4,3,4,5,5,5,5,5,4,5,3,0,0.0
110280,0,1,1,52,0,1,1367,5,5,5,5,2,4,4,5,5,4,5,1,5,4,0,0.0
47021,0,0,0,8,0,0,3164,2,2,2,3,4,2,4,4,2,3,3,3,3,4,100,76.0
20472,1,0,1,31,1,0,2521,5,3,3,3,2,1,3,4,4,5,4,2,4,1,36,26.0
25141,0,1,1,16,1,0,2512,3,4,3,2,4,3,4,4,4,3,5,4,5,4,6,0.0
31529,0,1,1,67,1,0,2817,3,5,3,5,3,3,3,3,5,5,5,5,4,3,38,13.0
27030,0,1,1,52,1,0,2597,3,4,3,4,5,3,5,5,4,1,4,1,3,5,0,0.0
4855,0,1,1,59,1,0,2539,1,4,1,4,4,1,4,4,3,2,3,5,4,4,0,0.0
59338,0,0,0,22,0,0,2432,4,4,4,3,1,4,1,1,1,4,2,2,2,1,0,0.0
66156,0,1,1,53,0,1,1857,1,2,3,3,4,2,3,1,1,1,1,2,1,3,0,12.0
20669,1,0,1,8,1,0,2920,3,3,5,3,5,5,5,4,4,5,4,5,4,5,0,0.0
97611,1,0,1,57,0,0,1104,4,4,4,4,3,5,3,4,4,4,4,5,4,3,0,0.0
47821,0,1,0,26,0,1,2946,2,2,2,3,4,2,4,4,5,5,3,2,4,4,0,0.0
32413,0,0,1,45,1,0,1115,4,1,4,3,5,3,4,4,4,4,4,2,4,2,2,0.0
97615,1,1,1,56,0,0,2264,4,4,1,4,4,4,4,4,2,4,1,2,5,4,1,0.0
97649,1,0,1,18,0,1,2976,3,3,3,3,4,4,4,4,5,2,4,4,4,4,21,4.0
41458,0,1,0,38,0,0,2762,1,1,1,1,4,1,4,4,2,1,2,4,4,4,66,57.0
97646,1,1,1,26,0,1,2371,5,5,5,5,4,4,4,4,3,4,1,1,1,4,93,70.0
112166,1,0,1,25,0,1,2669,1,1,5,1,4,5,4,4,3,2,4,1,3,4,29,15.0
107253,1,1,1,52,0,1,1418,2,2,2,2,1,1,1,4,4,4,4,2,4,4,0,0.0
85261,0,0,1,43,0,0,1433,3,4,4,4,1,3,4,3,3,3,3,3,3,1,0,0.0
97640,1,0,1,44,0,1,1445,1,1,1,1,5,1,3,4,4,4,4,5,4,3,0,0.0
48232,0,1,0,24,0,0,2441,2,2,2,4,4,2,4,4,1,1,4,1,4,4,0,
117934,1,1,1,51,0,0,2922,5,4,3,4,5,5,5,5,5,5,4,2,1,5,0,0.0
11464,1,0,1,31,1,0,2484,3,3,5,3,3,5,5,4,4,4,4,3,4,3,0,0.0
32397,0,0,1,50,1,0,1431,4,1,4,3,2,4,3,3,3,4,3,1,3,1,4,6.0
128942,1,1,1,41,0,0,2259,5,5,2,5,5,5,5,5,5,1,4,2,5,5,52,16.0
126997,1,0,1,38,0,0,2084,5,3,3,3,5,5,5,5,2,4,2,5,4,5,7,3.0
72590,0,0,1,55,0,0,1465,2,4,5,4,4,4,4,2,2,2,2,1,2,2,0,0.0
84360,0,0,1,24,0,1,2229,3,1,1,1,3,3,3,3,4,4,4,3,4,3,14,11.0
123146,1,0,1,41,0,0,2331,5,4,4,4,5,5,5,5,4,2,2,1,2,5,0,0.0
97651,1,1,1,47,0,1,1406,3,3,3,3,4,4,1,4,4,4,4,3,4,2,65,79.0
52726,0,1,0,35,0,0,2921,3,3,3,2,1,3,1,1,4,5,2,3,4,1,0,0.0
105864,1,1,1,37,0,0,2486,4,2,2,2,4,4,4,4,5,5,1,3,2,4,14,0.0
74023,1,1,1,42,0,0,2889,2,5,5,5,2,2,2,2,3,5,4,2,5,2,0,0.0
103093,0,0,1,67,0,1,1400,4,3,4,3,2,3,3,4,4,4,4,3,4,2,0,0.0
69454,0,1,1,13,0,0,2797,2,1,1,1,2,1,2,2,4,3,3,3,4,2,0,0.0
52712,0,0,0,26,0,0,2627,3,3,3,2,4,3,4,4,5,4,3,4,3,4,0,0.0
115726,1,0,1,41,0,0,2291,5,5,5,5,5,5,5,5,1,4,4,4,2,5,12,27.0
21676,1,0,1,22,1,0,2672,1,1,1,1,3,5,5,5,5,5,5,3,5,4,0,0.0
13618,1,0,1,46,1,0,1413,5,5,4,5,1,5,1,4,4,4,4,5,4,1,13,20.0
109348,1,0,1,13,0,0,2846,4,2,2,2,4,4,5,4,3,1,5,3,2,4,8,1.0
119912,1,1,1,29,0,0,2540,5,2,2,2,5,5,5,5,4,2,2,5,2,5,0,0.0
19335,0,1,1,42,1,0,2427,2,5,2,5,5,2,5,5,3,2,3,5,5,5,0,0.0
103222,1,0,1,53,0,1,1272,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0,0.0
62320,1,1,0,20,0,1,2665,5,4,5,2,1,5,5,1,3,3,4,4,4,1,5,15.0
125455,1,0,1,53,0,0,1271,5,3,3,3,1,2,3,5,5,5,5,1,5,4,11,0.0
82297,1,1,1,48,0,0,3076,3,2,2,2,3,3,3,3,2,2,3,2,5,3,0,4.0
105987,1,0,1,36,0,0,2909,4,1,5,1,4,4,4,4,3,5,3,1,3,4,0,0.0
9689,1,0,1,40,1,0,2962,4,4,4,4,5,5,4,4,4,4,4,3,4,2,56,28.0
920,0,1,1,41,1,0,2773,1,0,1,4,2,1,2,2,2,3,5,2,4,2,0,0.0
17088,0,1,1,24,1,0,2980,2,5,2,2,4,2,4,4,5,3,1,3,2,4,4,0.0
23543,0,1,1,34,1,0,2705,3,3,3,4,2,3,2,2,1,5,4,2,4,2,2,27.0
58916,0,0,0,14,0,0,2745,4,4,4,2,1,4,1,1,3,2,5,4,1,1,6,1.0
58915,0,1,0,20,0,0,2759,4,4,4,2,2,4,2,2,2,1,2,2,1,2,0,0.0
98444,1,0,1,38,0,1,1955,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0.0
117932,1,1,1,52,0,0,2568,5,1,5,1,5,5,5,5,5,3,4,3,5,5,0,0.0
84593,0,1,1,52,0,0,3040,3,2,2,2,3,3,3,3,2,5,2,2,3,3,3,0.0
89723,1,1,1,16,0,1,2494,5,5,5,5,4,4,4,4,1,4,3,3,5,4,0,0.0
87039,0,0,1,25,0,1,2914,4,3,3,3,4,3,4,4,1,5,3,2,4,4,23,23.0
90348,1,0,1,42,0,1,3029,5,5,5,5,2,2,3,4,4,4,4,1,4,4,0,0.0
147,1,1,1,30,1,0,2825,0,2,0,4,1,0,1,1,4,1,2,2,3,1,0,0.0
129698,0,1,0,28,1,0,2791,2,4,2,1,1,2,1,1,4,4,4,3,4,1,0,0.0
14733,1,0,1,61,1,0,1612,4,5,5,5,4,4,4,4,5,2,3,2,4,4,0,0.0
8732,0,1,1,57,1,0,3030,2,1,2,3,3,2,1,3,3,1,3,2,4,3,0,0.0
125832,1,1,1,48,0,0,2588,5,1,1,1,5,5,5,5,1,1,3,2,2,5,14,26.0
92083,1,0,1,36,0,0,2414,4,3,3,3,4,4,4,4,2,3,5,4,2,4,0,0.0
32229,1,0,1,18,1,0,3511,4,1,3,2,3,3,3,3,3,1,2,2,3,3,0,0.0
2068,0,1,1,21,1,0,2398,1,2,1,4,4,1,4,4,3,5,3,1,4,4,7,0.0
34359,0,1,1,26,1,0,2693,4,4,4,1,5,4,5,5,3,3,4,4,5,5,0,0.0
63294,1,0,0,22,0,0,3015,5,5,5,4,2,5,2,2,2,1,2,3,2,2,0,0.0
63000,1,1,0,39,0,1,1574,5,5,5,3,2,5,2,2,4,4,5,4,4,2,0,0.0
49570,0,0,0,48,0,0,1345,2,3,2,4,1,2,1,1,4,3,5,3,3,1,0,0.0
49258,0,0,0,37,0,0,1668,2,3,1,2,4,1,4,4,5,4,5,1,4,4,4,0.0
51366,0,1,0,36,0,0,1993,3,1,3,3,3,3,3,3,3,2,4,3,4,3,1,0.0
40844,1,0,0,22,0,1,1942,0,5,0,5,2,0,2,2,2,3,4,5,1,2,7,0.0
64743,1,1,1,47,0,1,3059,0,0,0,5,3,2,5,1,1,1,1,1,1,4,38,26.0
129465,1,0,1,35,0,1,2469,2,2,2,2,1,5,2,5,5,5,5,5,5,4,0,24.0
58324,1,0,0,22,0,0,1484,4,3,4,5,5,4,5,5,5,3,2,4,1,5,0,0.0
105157,1,0,1,41,0,0,1624,4,5,5,5,4,4,4,4,2,1,3,3,3,4,3,3.0
101571,1,0,1,33,0,0,1459,4,3,2,3,4,4,4,4,3,1,3,5,1,4,0,0.0
17497,0,1,1,11,1,0,1838,2,5,2,2,2,2,2,2,3,4,5,3,5,2,9,1.0
16902,1,0,1,7,1,0,1734,5,5,5,5,1,4,5,4,4,4,4,1,4,3,0,0.0
5215,0,1,1,53,1,0,1125,1,4,1,4,4,1,4,4,5,2,5,4,4,4,42,36.0
61184,0,0,0,49,0,0,1796,4,5,5,2,1,4,1,1,4,4,2,1,5,1,0,0.0
121737,1,0,1,34,0,1,959,2,2,2,2,4,4,5,5,5,5,5,5,5,5,58,51.0
103883,1,1,1,40,0,1,1823,4,4,4,4,5,5,5,4,4,4,4,5,4,5,101,90.0
65963,0,0,1,29,0,1,4376,1,0,0,4,0,3,3,1,2,3,3,3,2,3,162,162.0
121740,1,1,1,27,0,1,4306,3,3,3,3,5,5,5,5,4,3,5,4,5,5,0,0.0
115212,1,0,1,46,0,0,972,5,4,4,4,2,2,3,5,5,5,5,3,5,5,31,34.0
87761,1,1,1,40,0,1,3272,5,5,5,5,4,2,5,3,3,4,3,4,3,1,2,0.0
71317,1,1,1,50,0,0,2093,2,1,1,1,2,2,2,2,2,4,1,1,5,2,2,0.0
43757,0,0,0,26,0,0,2659,1,2,2,3,3,2,1,3,3,3,4,4,4,3,6,1.0
52455,0,1,0,8,0,0,1697,3,3,3,1,4,3,2,4,1,5,3,3,2,4,3,0.0
89762,1,1,1,58,0,0,1926,4,2,2,2,4,4,4,4,5,3,1,1,4,4,0,0.0
5590,1,0,1,16,1,0,2264,3,3,3,3,2,4,5,2,2,2,2,3,2,5,2,0.0
10188,0,1,1,41,1,0,2175,2,2,2,4,3,2,3,3,3,3,3,3,3,3,64,53.0
35141,0,0,1,8,1,0,2195,4,4,4,3,3,4,4,3,5,5,5,3,1,3,0,0.0
35735,1,0,1,18,1,0,2567,4,4,4,4,3,4,3,3,4,2,5,4,5,3,9,0.0
111142,1,1,1,39,0,0,1755,3,2,2,2,3,5,3,3,3,1,2,2,3,3,92,75.0
21758,0,1,1,9,1,0,2399,3,2,3,3,5,3,5,5,4,3,2,4,3,5,15,0.0
124602,1,1,1,27,0,1,5014,3,3,3,3,5,5,5,4,4,3,3,5,5,5,0,0.0
53429,1,1,0,42,0,1,4636,3,3,3,3,3,5,5,5,2,4,3,5,2,5,43,26.0
128548,1,0,1,40,0,1,4005,5,5,5,5,3,4,4,5,5,5,5,3,5,5,0,0.0
104093,1,1,1,48,0,0,2246,4,3,3,3,4,4,4,4,2,2,4,4,4,4,16,8.0
128599,1,1,1,55,0,1,3872,2,2,2,2,4,3,2,5,5,5,5,1,5,5,0,0.0
129595,1,1,1,26,0,0,2536,5,3,3,3,5,5,5,5,1,4,4,5,3,5,0,0.0
99025,1,0,1,46,0,1,859,5,5,5,5,4,5,1,4,4,4,4,5,4,5,0,0.0
125823,1,0,1,34,0,1,2862,5,5,5,5,5,2,1,5,5,5,5,3,5,2,0,0.0
95250,1,0,1,42,0,0,817,4,2,3,2,2,5,1,4,4,4,4,2,4,4,0,0.0
84474,0,1,1,55,0,0,2037,3,3,4,3,3,3,3,3,2,2,4,2,4,3,0,0.0
125611,1,0,1,23,0,1,2460,2,2,2,2,5,5,5,5,2,2,1,3,5,5,12,10.0
47583,0,0,0,21,0,0,2261,2,2,2,3,3,2,3,3,2,1,5,3,2,3,0,0.0
121912,1,1,1,39,0,1,911,1,1,1,1,3,1,1,5,5,5,5,4,5,4,0,0.0
99028,1,0,1,40,0,1,860,4,4,4,4,4,1,5,4,4,4,4,5,4,1,0,0.0
104376,0,0,1,47,0,0,974,4,5,3,5,1,3,3,4,4,4,4,4,4,1,1,0.0
48762,0,0,0,27,0,0,1859,2,2,2,4,1,2,5,1,1,4,3,1,4,1,36,22.0
104089,1,0,1,48,0,0,990,4,2,2,2,2,3,5,4,4,4,4,5,4,5,0,5.0
60316,0,0,0,28,0,0,1918,4,4,4,4,4,4,4,4,2,1,3,3,3,4,0,0.0
89102,1,0,1,10,0,0,2181,4,1,1,1,4,4,3,4,1,2,4,4,5,4,2,0.0
96733,0,0,1,69,0,0,900,4,1,1,1,5,4,4,4,4,4,4,3,4,3,53,93.0
66922,0,0,1,32,0,1,4081,1,3,3,3,1,1,1,1,3,2,3,3,3,1,5,0.0
59779,0,0,0,9,0,0,2594,4,4,4,3,4,4,4,4,4,5,4,4,4,4,12,4.0
538,1,0,1,28,1,0,1823,0,4,1,4,3,1,3,3,3,3,5,5,4,3,0,0.0
21739,1,0,1,69,1,0,995,2,2,2,2,5,5,5,5,3,2,4,5,5,5,0,0.0
12464,1,0,1,66,1,0,826,5,5,5,5,3,4,5,4,4,4,4,4,4,5,19,12.0
34759,0,0,1,67,1,0,793,4,4,4,2,2,5,5,2,2,4,2,4,2,4,23,12.0
30182,1,0,1,62,1,0,972,2,2,2,2,5,5,5,5,5,2,5,3,5,5,41,42.0
12392,0,1,1,29,1,0,2244,2,4,2,1,1,2,1,1,4,4,5,4,5,1,18,8.0
88780,1,0,1,26,0,0,2091,3,5,5,5,3,4,3,3,3,3,2,5,2,3,10,3.0
70359,0,1,1,25,0,0,2101,1,1,1,1,1,2,2,1,4,1,3,4,3,1,0,0.0
103070,1,0,1,56,0,0,837,4,4,2,4,2,3,5,4,4,4,4,2,4,2,11,0.0
85968,0,1,1,34,0,0,1838,3,1,4,1,3,3,3,3,2,1,4,1,3,3,30,13.0
84601,0,0,1,52,0,0,474,3,4,4,4,5,4,4,3,3,3,3,2,3,4,8,10.0
116378,1,1,1,34,0,0,2312,5,2,2,2,5,5,5,5,2,5,3,3,5,5,89,73.0
12390,0,1,1,27,1,0,2006,2,4,2,1,4,2,4,4,4,3,5,5,4,4,4,0.0
16324,0,1,1,52,1,0,1943,2,5,1,3,4,1,4,4,3,3,4,4,5,4,0,0.0
29418,1,0,1,19,1,0,2522,1,1,1,1,5,5,5,5,5,5,5,4,5,3,0,0.0
42149,0,0,0,39,0,1,2175,1,1,1,3,2,1,2,2,4,4,4,3,3,2,0,0.0
534,1,1,1,41,1,1,1035,0,4,1,3,4,3,4,3,3,1,3,1,3,3,0,0.0
1463,0,1,1,29,1,1,2138,1,1,1,4,2,1,1,2,4,2,3,1,4,2,0,30.0
90805,1,0,1,32,0,1,3711,1,1,1,1,4,4,4,4,2,5,3,4,4,4,43,47.0
87208,1,0,1,31,0,1,2268,1,1,1,1,4,3,4,4,4,4,5,5,4,4,26,29.0
118298,1,1,1,40,0,1,799,4,4,4,4,3,4,1,5,5,5,5,1,5,4,0,0.0
60380,0,1,0,29,0,0,1977,4,4,4,4,5,4,5,5,2,5,3,2,3,5,2,0.0
125804,1,0,1,49,0,1,2935,4,4,4,4,2,5,5,5,5,5,5,4,5,5,5,3.0
47574,0,1,0,26,0,0,1684,2,2,2,3,4,2,4,4,4,4,3,1,4,4,29,13.0
68786,0,0,1,37,0,0,2186,1,5,2,2,1,1,1,1,2,4,3,2,3,1,0,0.0
108150,1,0,1,39,0,1,3228,1,1,1,1,2,3,3,4,4,4,4,2,4,4,3,0.0
18971,0,1,1,23,1,0,1833,2,5,2,4,2,2,2,2,5,3,4,5,5,2,0,0.0
31044,0,0,1,13,1,0,1784,3,5,3,4,5,3,5,5,3,2,4,3,5,5,4,24.0
4979,1,0,1,20,1,0,2214,2,2,2,2,2,5,5,2,2,2,2,3,2,4,0,1.0
35753,1,0,1,58,1,0,889,4,4,4,4,2,4,5,4,4,4,1,4,4,3,3,5.0
15607,1,0,1,8,1,0,1839,4,4,4,4,4,4,4,4,4,1,2,2,3,4,0,10.0
40362,1,0,0,29,0,1,2104,0,0,0,4,3,0,3,3,3,2,5,4,5,3,0,0.0
27846,1,0,1,52,1,0,826,5,3,3,3,3,1,4,5,5,5,5,5,5,5,0,0.0
121891,1,1,1,42,0,1,901,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,0.0
63381,1,0,0,27,0,1,3069,5,5,5,4,2,5,2,2,3,2,4,3,4,2,0,5.0
72536,0,0,1,47,0,1,1411,2,1,5,1,3,4,4,2,2,2,2,3,2,1,0,0.0
71079,1,0,1,48,0,1,1636,1,1,1,1,4,3,5,2,2,2,2,3,2,4,0,0.0
49212,0,0,0,23,0,0,1916,2,2,2,5,3,2,3,3,5,5,4,5,5,3,0,0.0
25758,1,0,1,53,1,1,1528,4,4,4,4,4,5,5,5,5,5,5,3,5,5,22,60.0
12106,1,0,1,9,1,1,3037,4,4,4,4,5,5,4,4,4,4,4,5,4,3,23,17.0
52541,0,0,0,24,0,0,1918,3,3,3,1,1,3,1,1,4,2,3,4,5,1,8,1.0
114223,1,1,1,47,0,1,1535,4,4,4,4,5,4,5,5,5,5,5,5,5,3,48,40.0
59448,1,0,0,38,0,1,2718,4,4,4,3,3,4,1,3,3,5,4,4,4,3,4,0.0
107163,1,0,1,39,0,1,1671,5,5,5,5,2,4,5,4,4,4,4,3,4,3,5,4.0
103149,1,1,1,58,0,1,2913,5,5,5,5,2,4,4,4,4,4,4,3,4,5,0,15.0
103128,1,1,1,59,0,1,1390,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0.0
128110,1,0,1,32,0,1,3158,2,2,2,2,5,5,5,4,5,4,5,5,5,5,200,203.0
75356,1,1,1,46,0,1,1652,3,3,3,3,5,3,4,2,2,2,2,3,2,5,26,27.0
54519,0,1,0,20,0,0,2420,3,3,3,4,2,3,2,2,4,2,4,3,3,2,1,0.0
60746,0,1,0,35,0,1,2784,4,4,4,5,3,4,3,3,3,3,5,3,4,3,26,25.0
53454,0,0,0,23,0,0,2872,3,3,3,3,4,3,1,4,4,4,4,3,5,4,0,0.0
72372,0,0,1,50,0,1,1631,2,3,3,3,3,2,3,2,2,2,2,1,2,4,0,0.0
66672,0,0,1,36,0,1,1623,1,4,4,4,2,2,2,1,1,1,1,1,1,1,14,0.0
60067,0,1,0,27,0,0,2472,4,4,4,4,4,4,4,4,1,3,3,2,3,4,6,8.0
46904,0,0,0,27,0,0,3020,2,2,2,3,2,2,2,2,1,3,3,2,3,2,0,7.0
75476,0,0,1,18,0,1,2329,2,5,5,5,2,2,2,2,3,5,3,1,4,2,37,22.0
48243,0,1,0,39,0,0,2815,2,2,2,4,4,2,4,4,2,3,4,2,4,4,8,0.0
40975,0,0,0,17,0,0,2688,1,0,0,4,1,1,1,1,3,4,3,2,4,1,122,110.0
125734,1,0,1,44,0,1,927,5,5,5,5,3,1,5,5,5,5,5,2,5,3,100,75.0
38114,0,0,1,54,1,0,1518,4,5,4,5,2,3,5,1,1,4,1,4,1,5,0,0.0
25092,1,0,1,56,1,0,1313,4,5,4,4,2,5,4,5,5,5,5,3,5,5,2,0.0
7264,1,0,1,53,1,0,1653,3,2,2,2,3,3,3,3,2,5,4,3,2,3,14,24.0
33823,0,0,1,41,1,0,2587,4,3,4,4,5,4,5,5,2,1,4,5,3,5,0,20.0
23077,1,0,1,70,1,0,1417,4,4,4,4,1,1,3,5,5,5,5,4,5,5,49,38.0
26980,0,1,1,16,1,0,2155,3,4,3,4,2,3,2,2,5,5,4,4,4,2,2,4.0
29321,1,0,1,56,1,0,1394,2,2,2,2,5,5,5,5,1,1,1,1,2,5,18,1.0
17748,1,0,1,70,1,0,1319,1,1,1,1,4,5,4,4,4,4,4,3,4,3,7,5.0
16470,0,1,1,10,1,0,2488,2,5,2,1,5,2,5,5,3,4,5,3,4,5,4,0.0
33594,1,1,1,66,1,0,2450,4,3,4,3,4,4,4,4,1,3,2,4,3,4,15,5.0
30921,0,0,1,55,1,0,1396,3,5,3,4,4,3,1,3,3,3,3,3,3,4,12,4.0
3368,1,0,1,49,1,0,1668,0,0,0,1,4,0,4,4,2,5,3,2,1,4,22,51.0
31813,0,1,1,13,1,0,2553,3,5,4,1,2,4,2,2,4,1,4,4,4,2,2,0.0
29305,0,1,1,34,1,0,3380,3,5,3,2,3,2,2,5,5,2,4,2,1,2,146,148.0
120952,1,1,1,53,0,1,1346,4,4,4,4,5,5,5,5,5,5,5,5,5,4,36,13.0
79666,1,0,1,46,0,1,1423,4,4,4,4,3,4,5,3,3,3,3,4,3,4,0,0.0
97961,0,1,1,54,0,0,2543,4,5,4,5,4,4,4,4,3,4,3,1,2,4,0,4.0
72244,0,0,1,60,0,0,1423,2,5,5,5,4,3,4,2,2,2,2,2,2,3,10,14.0
68565,0,1,1,42,0,0,2144,1,3,3,3,1,1,1,1,1,4,4,2,4,1,76,68.0
86953,0,1,1,36,0,0,2093,4,1,1,1,4,3,4,4,4,4,4,2,4,4,0,18.0
114689,1,1,1,39,0,1,2878,1,1,1,1,3,4,5,5,5,5,5,3,5,5,8,17.0
2492,1,0,1,33,1,1,1030,5,2,5,4,4,4,4,2,2,5,2,1,2,2,3,9.0
107444,1,1,1,53,0,1,2010,2,2,2,2,4,4,4,4,4,4,4,5,4,4,19,0.0
117899,1,0,1,32,0,1,5605,5,5,5,5,5,5,5,5,4,3,4,5,5,5,10,15.0
114686,1,0,1,52,0,1,1707,1,1,1,1,4,4,5,5,5,5,5,3,5,4,0,0.0
107447,1,1,1,35,0,1,1053,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0.0
90312,1,0,1,52,0,1,1029,2,2,2,2,2,4,5,4,4,4,4,3,4,5,16,5.0
94955,1,1,1,75,0,1,651,2,2,2,2,1,4,5,4,4,4,4,5,4,5,0,1.0
18784,1,0,1,41,1,0,2537,5,5,5,5,4,4,5,4,3,5,1,2,3,4,0,0.0
30134,0,1,1,57,1,0,1825,3,5,3,3,4,3,4,4,3,3,5,4,4,4,26,27.0
10626,0,1,1,53,1,0,2076,2,3,2,1,1,2,1,1,4,2,3,2,1,1,29,13.0
2491,0,1,1,37,1,0,2597,1,3,1,2,1,1,1,1,3,4,3,1,3,1,50,31.0
103193,1,0,1,55,0,0,609,4,4,4,4,3,1,4,4,4,4,4,5,4,3,14,10.0
110259,1,0,1,58,0,1,1611,2,2,2,2,4,4,5,5,5,4,5,4,5,5,16,0.0
109670,1,1,1,48,0,1,2018,3,3,3,3,2,5,5,5,5,4,5,4,5,5,4,3.0
12231,0,0,1,23,1,0,3607,2,4,2,1,2,2,2,3,4,4,5,2,4,2,172,143.0
97358,1,1,1,29,0,1,2740,4,4,4,4,4,4,4,4,3,4,4,3,4,4,11,0.0
52515,0,1,0,29,0,1,2803,3,3,3,1,5,3,5,5,3,3,4,4,5,5,0,0.0
102842,1,0,1,59,0,0,1609,4,2,5,2,3,4,3,4,4,4,4,3,4,2,0,0.0
97942,1,0,1,43,0,1,1201,1,1,1,1,2,2,4,4,4,4,4,2,4,1,0,0.0
29285,0,1,1,9,1,0,2647,3,5,3,2,4,3,4,4,4,4,3,4,4,4,13,0.0
79070,0,1,1,32,0,0,2794,2,4,4,4,2,3,2,2,2,1,4,3,3,2,0,0.0
109710,1,1,1,47,0,1,1148,5,5,5,5,3,4,5,5,5,4,5,5,5,4,0,0.0
107280,1,1,1,49,0,1,1372,4,4,4,4,3,5,5,4,4,4,4,5,4,3,0,0.0
98097,0,0,1,58,0,1,1122,4,1,1,1,5,4,3,4,4,4,4,3,4,3,0,9.0
28117,0,1,1,56,1,0,2545,3,4,4,3,5,4,5,5,3,4,5,4,5,5,2,0.0
29329,0,1,1,22,1,0,3304,3,5,3,2,3,3,3,4,2,5,4,3,3,3,97,143.0
19799,1,0,1,48,1,0,1155,5,3,3,3,5,5,3,5,5,5,3,4,5,5,29,0.0
